	Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxonomy
ASV10166	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	f:UBA12409
ASV10167	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV10168	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA	g:Sandaracinus
ASV10169	Bacteria	Firmicutes	NA	NA	NA	NA	NA	p:Firmicutes
ASV10170	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV10171	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	NA	NA	f:Cyanobacteriaceae
ASV10172	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	NA	g:Desulfobacca
ASV10173	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus_Bacilloplasma	NA	g:Candidatus_Bacilloplasma
ASV10174	Bacteria	Myxococcota	Polyangia	UASB-TL25	NA	NA	NA	o:UASB-TL25
ASV10175	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV10176	Bacteria	Firmicutes	Moorellia	NA	NA	NA	NA	c:Moorellia
ASV10177	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	o:Gastranaerophilales
ASV10178	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	NA	g:Actibacter
ASV10179	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA	o:0319-6G20
ASV10180	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA	g:P3OB-42
ASV10181	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	f:Bacillaceae
ASV10182	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	NA	g:Psychromonas
ASV10183	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA	f:SCGC_AAA011-D5
ASV10184	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	f:Vermiphilaceae
ASV10185	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV10186	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV10187	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	o:Planctomycetales
ASV10188	Bacteria	Armatimonadota	NA	NA	NA	NA	NA	p:Armatimonadota
ASV10189	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	NA	NA	f:Euzebyaceae
ASV10190	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	NA	g:Sva0996_marine_group
ASV10191	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV10192	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV10193	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	NA	NA	f:Ectothiorhodospiraceae
ASV10194	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV10195	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10196	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	f:Vermiphilaceae
ASV10197	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales_fa	Pelotomaculum	NA	g:Pelotomaculum
ASV10198	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10199	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV10200	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	g:Chthoniobacter
ASV10201	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA	f:Paracaedibacteraceae
ASV10202	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	NA	g:Halodesulfovibrio
ASV10203	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	f:Legionellaceae
ASV10204	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	NA	NA	f:Hungateiclostridiaceae
ASV10205	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10206	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA	NA	f:AKAU3564_sediment_group
ASV10207	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	g:Coxiella
ASV10208	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA	f:Micavibrionaceae
ASV10209	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	f:Bacillaceae
ASV10210	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA	f:NS11-12_marine_group
ASV10211	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV10212	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA	o:Oligoflexales
ASV10213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA	f:Magnetospiraceae
ASV10214	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA	NA	f:Arcobacteraceae
ASV10215	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	c:Clostridia
ASV10216	Bacteria	Sva0485	NA	NA	NA	NA	NA	p:Sva0485
ASV10217	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	NA	NA	f:Fokiniaceae
ASV10218	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	haliotis	Cloacibacterium haliotis
ASV10219	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV10220	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA	f:Unknown_Family
ASV10221	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV10222	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA	f:Micavibrionaceae
ASV10223	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV10224	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	NA	NA	NA	o:Subgroup_17
ASV10225	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus	NA	g:Catenococcus
ASV10226	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	NA	g:Waddlia
ASV10227	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA	g:Lewinella
ASV10228	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	f:Mitochondria
ASV10229	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	g:Paenibacillus
ASV10230	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	c:Actinobacteria
ASV10231	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Incertae_Sedis	NA	g:Incertae_Sedis
ASV10232	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	NA	g:JG30a-KF-32
ASV10233	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	f:Myxococcaceae
ASV10234	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10235	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	c:Clostridia
ASV10236	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10237	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	o:Planctomycetales
ASV10238	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	NA	f:Chlamydiaceae
ASV10239	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	f:Beijerinckiaceae
ASV10240	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10241	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV10242	Bacteria	Firmicutes	Thermovenabulia	Thermovenabulales	Thermovenabulales_fa	Tepidanaerobacter	NA	g:Tepidanaerobacter
ASV10243	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV10244	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA	f:Unknown_Family
ASV10245	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV10246	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thiogranum	NA	g:Thiogranum
ASV10247	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	NA	g:Caldicoprobacter
ASV10248	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10249	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	f:Simkaniaceae
ASV10250	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10251	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Cyanothece_ATCC_51142_(UCYN-C)	NA	g:Cyanothece_ATCC_51142_(UCYN-C)
ASV10252	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	o:Babeliales
ASV10253	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	c:Alphaproteobacteria
ASV10254	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA	o:Cyanobacteriales
ASV10255	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10256	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10257	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV10258	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV10260	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10261	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA	f:Rubinisphaeraceae
ASV10262	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	NA	f:Crocinitomicaceae
ASV10263	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	o:Planctomycetales
ASV10264	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	NA	g:Glaciecola
ASV10265	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA	g:Candidatus_Berkiella
ASV10266	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10268	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	f:Simkaniaceae
ASV10269	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	o:Planctomycetales
ASV10270	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV10271	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	NA	g:Desulfomicrobium
ASV10272	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Haematospirillum	NA	g:Haematospirillum
ASV10273	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	g:Actinomyces
ASV10274	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	f:Mitochondria
ASV10275	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA	g:Phycisphaera
ASV10276	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA	NA	f:Nitrincolaceae
ASV10277	Bacteria	Schekmanbacteria	NA	NA	NA	NA	NA	p:Schekmanbacteria
ASV10278	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA	o:Chlamydiales
ASV10279	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	f:Anaerolineaceae
ASV10280	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA	c:Planctomycetes
ASV10281	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	NA	g:Sva0996_marine_group
ASV10282	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA	g:RBG-16-49-21
ASV10283	Bacteria	NB1-j	NA	NA	NA	NA	NA	p:NB1-j
ASV10284	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tamlana	NA	g:Tamlana
ASV10285	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	NA	NA	NA	o:Subgroup_17
ASV10286	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA	o:WCHB1-41
ASV10287	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter	NA	g:Aetherobacter
ASV10288	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV10289	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	f:Simkaniaceae
ASV10290	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	o:Babeliales
ASV10292	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA	o:Oligoflexales
ASV10293	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10294	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV10295	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA	o:Chlamydiales
ASV10296	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA	f:NS9_marine_group
ASV10297	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	NA	g:Desulfobulbus
ASV10298	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA	g:Persicirhabdus
ASV10299	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Anaeromicrobium	NA	g:Anaeromicrobium
ASV10300	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	g:Paenibacillus
ASV10301	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Crassaminicella	NA	g:Crassaminicella
ASV10302	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA	g:Luteimonas
ASV10303	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA	f:Ktedonobacteraceae
ASV10304	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10305	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV10306	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus	NA	g:Thermobacillus
ASV10307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus	NA	g:Tepidamorphus
ASV10308	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	g:Corynebacterium
ASV10309	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	f:Gemmataceae
ASV10310	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloprofundus	NA	g:Methyloprofundus
ASV10311	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA	c:AD3
ASV10312	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	NA	NA	f:Thermoactinomycetaceae
ASV10313	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	f:A4b
ASV10314	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	NA	g:SZB85
ASV10315	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA	f:Vibrionaceae
ASV10316	Bacteria	Firmicutes	NA	NA	NA	NA	NA	p:Firmicutes
ASV10317	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Seinonella	NA	g:Seinonella
ASV10318	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10319	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	f:Vermiphilaceae
ASV10320	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV10321	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	NA	NA	f:Peptostreptococcales-Tissierellales_fa
ASV10322	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	f:Mitochondria
ASV10323	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	g:Parviterribacter
ASV10324	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA	g:Massilia
ASV10325	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	g:Paenibacillus
ASV10326	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	f:Diplorickettsiaceae
ASV10327	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	NA	g:Anaerosporobacter
ASV10328	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA	g:Sandaracinus
ASV10329	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10330	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	p:Proteobacteria
ASV10331	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	NA	g:Ammoniphilus
ASV10332	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	f:Lachnospiraceae
ASV10333	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA	NA	f:Acidaminococcaceae
ASV10334	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10335	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces	NA	g:Thermoactinomyces
ASV10336	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Family_III	Thermoanaerobacterium	NA	g:Thermoanaerobacterium
ASV10337	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV10338	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA	f:Vibrionaceae
ASV10339	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	NA	g:Ammoniphilus
ASV10340	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10341	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	f:Parachlamydiaceae
ASV10342	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV10343	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_IMS101	NA	g:Trichodesmium_IMS101
ASV10344	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA	f:Sandaracinaceae
ASV10345	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	NA	NA	f:Hungateiclostridiaceae
ASV10346	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	NA	f:Chlamydiaceae
ASV10347	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV10349	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingopyxis	NA	g:Parasphingopyxis
ASV10350	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	formicigenerans	Dorea formicigenerans
ASV10351	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA	f:Cyanobiaceae
ASV10352	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	g:Actinomyces
ASV10353	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA	f:Caldilineaceae
ASV10354	Bacteria	Firmicutes	Clostridia	Eubacteriales	Garciellaceae	Garciella	NA	g:Garciella
ASV10355	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	NA	g:Halochromatium
ASV10356	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	g:Acidothermus
ASV10357	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	f:Legionellaceae
ASV10359	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA	f:Rickettsiaceae
ASV10360	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10361	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	NA	g:Leucobacter
ASV10362	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	f:Gimesiaceae
ASV10363	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA	g:Brachybacterium
ASV10364	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	NA	g:Kingella
ASV10365	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10366	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	NA	NA	NA	o:Lineage_IV
ASV10367	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	c:Alphaproteobacteria
ASV10368	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA	f:SAR116_clade
ASV10369	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	g:Sulfurimonas
ASV10370	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	g:Phenylobacterium
ASV10371	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10372	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA	g:Marinoscillum
ASV10373	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10374	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA	f:NS11-12_marine_group
ASV10375	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Limibacillus	NA	g:Limibacillus
ASV10376	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10377	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	NA	g:Methylobacter
ASV10378	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	g:Iamia
ASV10379	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV10380	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV10381	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV10382	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	NA	g:Halodesulfovibrio
ASV10384	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	NA	g:Rubrivirga
ASV10385	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA	f:Vibrionaceae
ASV10386	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	NA	g:NS3a_marine_group
ASV10387	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA	NA	f:Desulfosarcinaceae
ASV10388	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV10389	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA	g:P3OB-42
ASV10390	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA	c:JG30-KF-CM66
ASV10391	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV10392	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	c:Alphaproteobacteria
ASV10393	Bacteria	NA	NA	NA	NA	NA	NA	NA
